Trade #,Type,Signal,Date/Time,Price,Contracts,Profit €,Profit %,Cum. Profit €,Cum. Profit %,Run-up €,Run-up %,Drawdown €,Drawdown %
220,Entry Long,Long,2021-06-23 05:20,1.1761,34,-0.49,-1.23,9.38,-3.54,0.19,0.48,0.47,1.19
220,Exit Long,Long Exit,2021-06-23 05:30,1.1626,34,-0.49,-1.23,9.38,-3.54,0.19,0.48,0.47,1.19
221,Entry Short,Short,2021-06-23 06:10,1.1792,33,0.47,1.37,9.85,3.52,0.49,1.33,0.20,0.44
221,Exit Short,Short Exit,2021-06-23 06:30,1.1640,33,0.47,1.37,9.85,3.52,0.49,1.33,0.20,0.44
222,Entry Long,Long,2021-06-23 08:05,1.1505,34,-0.59,-1.51,9.26,-4.28,0.15,0.39,0.58,1.47
222,Exit Long,Long Exit,2021-06-23 08:25,1.1340,34,-0.59,-1.51,9.26,-4.28,0.15,0.39,0.58,1.47
223,Entry Long,Long,2021-06-23 19:10,1.2503,31,-0.25,-0.66,9.00,-1.92,0.07,0.19,0.29,0.76
223,Exit Long,Long Exit,2021-06-23 19:15,1.2431,31,-0.25,-0.66,9.00,-1.92,0.07,0.19,0.29,0.76
224,Entry Long,Long,2021-06-23 19:40,1.2517,31,0.11,0.28,9.11,0.83,0.12,0.32,0.11,0.3
224,Exit Long,Long Exit,2021-06-23 19:45,1.2562,31,0.11,0.28,9.11,0.83,0.12,0.32,0.11,0.3
225,Entry Long,Long,2021-06-23 21:30,1.2554,31,0.26,0.68,9.37,2.01,0.28,0.72,0.16,0.42
225,Exit Long,Long Exit,2021-06-23 21:55,1.2649,31,0.26,0.68,9.37,2.01,0.28,0.72,0.16,0.42
226,Entry Short,Short,2021-06-24 01:45,1.2474,32,0.26,0.81,9.63,1.94,0.28,0.77,0.29,0.65
226,Exit Short,Short Exit,2021-06-24 02:05,1.2383,32,0.26,0.81,9.63,1.94,0.28,0.77,0.29,0.65
227,Entry Long,Long,2021-06-24 04:15,1.2283,32,-0.29,-0.74,9.34,-2.13,0.15,0.38,0.27,0.7
227,Exit Long,Long Exit,2021-06-24 04:20,1.2202,32,-0.29,-0.74,9.34,-2.13,0.15,0.38,0.27,0.7
228,Entry Short,Short,2021-06-24 05:55,1.2074,33,-0.54,-1.2,8.80,-4.07,0.13,0.41,0.53,1.24
228,Exit Short,Short Exit,2021-06-24 06:10,1.2229,33,-0.54,-1.2,8.80,-4.07,0.13,0.41,0.53,1.24
229,Entry Long,Long,2021-06-25 00:05,1.3474,29,0.33,0.85,9.13,2.59,0.43,1.09,0.03,0.08
229,Exit Long,Long Exit,2021-06-25 00:10,1.3599,29,0.33,0.85,9.13,2.59,0.43,1.09,0.03,0.08
230,Entry Long,Long,2021-06-25 06:25,1.3628,29,-0.11,-0.27,9.02,-0.81,0,0,0.17,0.43
230,Exit Long,Long Exit,2021-06-25 06:30,1.3602,29,-0.11,-0.27,9.02,-0.81,0,0,0.17,0.43
231,Entry Long,Long,2021-06-25 07:00,1.3590,29,-0.08,-0.21,8.94,-0.62,0.05,0.14,0.07,0.19
231,Exit Long,Long Exit,2021-06-25 07:05,1.3573,29,-0.08,-0.21,8.94,-0.62,0.05,0.14,0.07,0.19
232,Entry Long,Long,2021-06-25 07:40,1.3462,29,0.03,0.08,8.97,0.25,0.08,0.21,0.04,0.1
232,Exit Long,Long Exit,2021-06-25 07:45,1.3484,29,0.03,0.08,8.97,0.25,0.08,0.21,0.04,0.1
233,Entry Long,Long,2021-06-25 08:05,1.3473,29,0.11,0.29,9.09,0.88,0.13,0.33,0.17,0.44
233,Exit Long,Long Exit,2021-06-25 08:10,1.3523,29,0.11,0.29,9.09,0.88,0.13,0.33,0.17,0.44
234,Entry Short,Short,2021-06-25 13:20,1.3693,29,0.28,0.88,9.37,2.17,0.30,0.84,0.04,0.03
234,Exit Short,Short Exit,2021-06-25 13:35,1.3584,29,0.28,0.88,9.37,2.17,0.30,0.84,0.04,0.03
235,Entry Short,Short,2021-06-25 15:35,1.3519,29,-0.44,-0.96,8.93,-3.27,0,0.06,0.42,1
235,Exit Short,Short Exit,2021-06-25 15:45,1.3659,29,-0.44,-0.96,8.93,-3.27,0,0.06,0.42,1
236,Entry Short,Short,2021-06-25 16:00,1.3578,29,0.29,0.89,9.22,2.22,0.30,0.85,0.02,0
236,Exit Short,Short Exit,2021-06-25 16:05,1.3468,29,0.29,0.89,9.22,2.22,0.30,0.85,0.02,0
237,Entry Long,Long,2021-06-25 16:55,1.3285,30,-0.30,-0.76,8.92,-2.28,0.17,0.42,0.29,0.72
237,Exit Long,Long Exit,2021-06-25 17:15,1.3195,30,-0.30,-0.76,8.92,-2.28,0.17,0.42,0.29,0.72
238,Entry Short,Short,2021-06-25 18:35,1.3405,29,0.42,1.23,9.34,3.22,0.43,1.19,0.07,0.11
238,Exit Short,Short Exit,2021-06-25 18:45,1.3251,29,0.42,1.23,9.34,3.22,0.43,1.19,0.07,0.11
239,Entry Short,Short,2021-06-25 23:25,1.3196,30,0.36,1.07,9.70,2.71,0.38,1.03,0.13,0.24
239,Exit Short,Short Exit,2021-06-25 23:35,1.3065,30,0.36,1.07,9.70,2.71,0.38,1.03,0.13,0.24
